"","ensembl_gene_id","hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"447","ENSG00000081721","DUSP12",17.2304098908752,39.2319491453745,5.14393640842882,0.000783706596114113,0.00312657015613434,-4.20196627520549
"1336","ENSG00000115541","HSPE1",37.8801599829119,26.6080085584252,5.14247753614105,0.000785153855675484,0.00312767735926477,-4.20203166002107
"21","ENSG00000004487","KDM1A",95.4160843903762,374.800859773925,5.14237592469447,0.000785254766616139,0.00312767735926477,-4.20203621549623
"3536","ENSG00000174498","IGDCC3",-42.5783350229083,57.4655776263903,-5.13955540640945,0.000788061483296538,0.00313631906408153,-4.20216273751479
"3786","ENSG00000182871","COL18A1",-87.2436938360538,128.498491335096,-5.13706111121911,0.000790552673864129,0.00314369209485712,-4.20227474130694
"3498","ENSG00000173335","CST9",-17.4540470683028,15.9132311121381,-5.13558711498547,0.000792028864372489,0.00314702025771248,-4.20234098057775
"3911","ENSG00000186432","KPNA4",73.0928573488595,194.646164111339,5.13130474651091,0.000796334656501338,0.00316157702738394,-4.20253363910928
"3429","ENSG00000171617","ENC1",-23.3677467854642,43.8791960475479,-5.13060665123186,0.000797038982480482,0.0031618234574951,-4.20256507592389
"3910","ENSG00000186395","KRT10",37.2697149532496,44.7607049306514,5.12935026860257,0.000798308287632652,0.00316430893721059,-4.20262167514641
"1255","ENSG00000113734","BNIP1",33.040609953854,59.8499817497629,5.12567407410941,0.000802034948431075,0.00317468459721685,-4.20278744393616
"2779","ENSG00000157240","FZD1",-22.4364585083976,43.5851075477546,-5.12549629367792,0.000802215648778745,0.00317468459721685,-4.20279546649739
"1760","ENSG00000128805","ARHGAP22",-9.69042705762237,12.3611676537422,-5.12388380851594,0.00080385664302982,0.00317862349689623,-4.20286825716875
"230","ENSG00000059573","ALDH18A1",94.2927566513425,376.045728915708,5.1188553592201,0.000808997502231922,0.00319638419220526,-4.20309554384525
"1022","ENSG00000107902","LHPP",-19.7670278629721,31.3659636071177,-5.11787089310668,0.000810008158346291,0.00319781087693568,-4.20314009383092
"2601","ENSG00000150316","CWC15",75.8156899850061,196.969500985958,5.11266073262925,0.000815379856914004,0.00321643832979779,-4.20337615271015
"347","ENSG00000072210","ALDH3A2",-76.5841980374968,222.906959307057,-5.10968041237083,0.000818470002228635,0.00322604309125026,-4.20351139823398
"591","ENSG00000094916","CBX5",-380.989044176415,970.275367250923,-5.10833185584205,0.000819872439321283,0.00322898561502294,-4.20357264656346
"3587","ENSG00000175868","CALCB",-163.680640541903,103.999409516695,-5.10745398676614,0.000820786788153671,0.00323000268431696,-4.2036125345998
"3674","ENSG00000178695","KCTD12",42.2552652344865,76.0329125785092,5.10674132902862,0.000821529876401008,0.00323034471367585,-4.20364492587828
"4135","ENSG00000203668","CHML",54.9828612543792,128.498742619852,5.10127086793872,0.00082725836439509,0.00324770223806302,-4.2038938647833
"4668","ENSG00000265787","CYP4F35P",-10.1225818504049,13.4031520213616,-5.10063857304133,0.000827923280269977,0.00324770223806302,-4.20392267213852
"4916","ENSG00000290462","CYP4F35P",-10.1225818504049,13.4031520213616,-5.10063857304133,0.000827923280269977,0.00324770223806302,-4.20392267213852
"2046","ENSG00000135960","EDAR",107.011200159154,391.15690947658,5.08601920741216,0.000843460185061572,0.00330601472218003,-4.20459070859615
"1215","ENSG00000112679","DUSP22",-47.0389415643557,92.9623594559552,-5.08495795989913,0.000844600325378095,0.00330784996168366,-4.20463935061804
"3543","ENSG00000174775","HRAS",37.9904814159432,83.6468044038709,5.07153066484562,0.000859171526878749,0.00335957222146472,-4.2052565247717
"4742","ENSG00000276536","HRAS",37.9904814159432,83.6468044038709,5.07153066484562,0.000859171526878749,0.00335957222146472,-4.2052565247717
"4094","ENSG00000198663","C6orf89",-56.8172040323278,167.338663177773,-5.06032269595973,0.000871543813635615,0.00340524618613344,-4.20577416447986
"950","ENSG00000106031","HOXA13",-11.9275716692082,20.5375254171044,-5.05917899375715,0.000872817182486824,0.00340751704154055,-4.20582711343205
"1860","ENSG00000131686","CA6",-48.5236731408703,46.8342564621296,-5.05688254263136,0.000875380107565593,0.0034148147936176,-4.20593350139413
"1677","ENSG00000125898","FAM110A",-12.9191413794706,26.0032901642629,-5.04732353246598,0.000886136606657408,0.00345403841217294,-4.20637736648878
"121","ENSG00000023445","BIRC3",-18.7759980613122,37.5091610780549,-5.04513515204006,0.000888619300679909,0.00346097533010063,-4.20647921490283
"24","ENSG00000004897","CDC27",82.9360471790434,186.287299843392,5.04270659754151,0.000891383327998377,0.00346899614524586,-4.20659234284725
"4675","ENSG00000269821","KCNQ1OT1",-250.022560490139,243.168458117792,-5.03597527294476,0.000899093485089365,0.00349623793609395,-4.20690646439736
"222","ENSG00000057663","ATG5",53.2163416094171,126.613156237069,5.03329538953673,0.000902183219421159,0.00350548381153146,-4.20703175238786
"2808","ENSG00000158292","GPR153",-79.2151918269011,168.026526770839,-5.02971204255836,0.000906332642803906,0.00351882933795239,-4.2071994830902
"3471","ENSG00000172586","CHCHD1",61.1559944501098,103.812614752265,5.02800377973515,0.000908318067284029,0.00352375874329336,-4.20727952663564
"3948","ENSG00000187961","KLHL17",26.3401666036948,51.559567369041,5.02611693163582,0.000910516549926852,0.00352950627975582,-4.20736800008048
"3066","ENSG00000164418","GRIK2",12.4086812428788,15.9641666330839,5.02368452016329,0.000913359242659769,0.00353774000913772,-4.20748215082733
"964","ENSG00000106305","AIMP2",184.182408515928,469.45621584975,5.02100132068638,0.00091650622172154,0.00354713846661568,-4.20760819647582
"2614","ENSG00000150995","ITPR1",14.1854576222716,24.1309151024438,5.02020803639543,0.000917438878175395,0.0035479588352376,-4.20764548696996
"3132","ENSG00000165669","FAM204A",67.0045577737868,134.094265289126,5.01881061154691,0.000919084327441492,0.00355153229512909,-4.20771120481015
"739","ENSG00000101439","CST3",-2697.89803161093,2973.40734240483,-5.01534559654093,0.000923178193986121,0.00356392334424733,-4.2078743115115
"2937","ENSG00000162636","FAM102B",-39.1625221584527,79.4453635328308,-5.0148723920904,0.000923738815206092,0.00356392334424733,-4.2078966035126
"1506","ENSG00000119929","CUTC",14.4819033094343,23.0092777023519,5.01036201151635,0.000929101029371976,0.0035791356554119,-4.20810928792328
"1935","ENSG00000133740","E2F5",33.0781602869818,73.1908419783002,5.01010542917039,0.000929407085591946,0.0035791356554119,-4.20812139817148
"4195","ENSG00000205476","CCDC85C",43.4016955211986,100.512158810336,5.00972356137962,0.000929862787583145,0.0035791356554119,-4.20813942392362
"4526","ENSG00000235750","KIAA0040",78.8300301866445,153.662512667492,5.00604907272414,0.000934260173387387,0.00359325221373915,-4.20831301244959
"248","ENSG00000063660","GPC1",-50.995812396391,76.2342049372,-4.99908044234913,0.000942661985101258,0.0036227361066772,-4.20864290581172
"3298","ENSG00000168827","GFM1",68.0244612742052,120.431373800708,4.99114269104325,0.000952332406805838,0.00365704558401337,-4.20901977205298
"2273","ENSG00000140577","CRTC3",-27.4216623934819,53.6221350116738,-4.98960729069518,0.000954215373789154,0.0036614203313827,-4.20909280425629
"3144","ENSG00000165895","ARHGAP42",-23.9767345991931,57.3056090224186,-4.98514521694803,0.000959710524836599,0.00367963778331042,-4.20930529409054
"120","ENSG00000023330","ALAS1",55.5416534912848,159.188841013485,4.98290644935876,0.000962480569160276,0.00368738664745217,-4.20941204674721
"947","ENSG00000106006","HOXA6",-10.7233777310821,11.9717506680545,-4.98007701737639,0.00096599388342659,0.00369796880879401,-4.20954709807063
"3137","ENSG00000165733","BMS1",58.0527403505366,116.088736384871,4.97708782522853,0.000969720717173575,0.00370935127478283,-4.2096899371444
"4440","ENSG00000230590","FTX",-20.1376934269541,21.7787087414472,-4.97557024068928,0.000971618772608485,0.00371314244833179,-4.20976251905954
"2478","ENSG00000145833","DDX46",132.812910427392,246.767585124459,4.97508995060637,0.00097222031604706,0.00371314244833179,-4.20978549898708
"1197","ENSG00000112218","GPR63",24.5216694653559,53.9130790814299,4.97272772770093,0.000975184798104635,0.00372038173076568,-4.20989858453751
"1266","ENSG00000114030","KPNA1",87.6951077639811,248.712779056645,4.97237585506138,0.000975627222104101,0.00372038173076568,-4.20991543850015
"2022","ENSG00000135624","CCT7",352.318949571904,818.966507584739,4.96344493147726,0.00098692977639034,0.00376056910926443,-4.21034398793963
"2320","ENSG00000141994","DUS3L",39.657026947861,79.0980961422913,4.96191301556671,0.000988882751868303,0.00376509651001366,-4.21041764720046
"2692","ENSG00000153767","GTF2E1",12.478478787462,28.374210521437,4.96078694090215,0.000990321014806331,0.00376765869852517,-4.21047182049638
"1447","ENSG00000118496","FBXO30",20.9961689303586,40.8116763466472,4.9576926077652,0.000994284924002428,0.00377981828638143,-4.21062080581478
"3522","ENSG00000174013","FBXO45",43.0918454994636,66.7851749287017,4.95639779593444,0.000995948719209077,0.00378322187088448,-4.21068320166485
"3817","ENSG00000183684","ALYREF",46.1827819933083,99.0302476950854,4.95575033894042,0.000996781816599738,0.00378346714195876,-4.21071441390148
"173","ENSG00000044574","HSPA5",374.33387251576,861.203803031606,4.95189806272259,0.0010017543054769,0.003799411745657,-4.21090028571283
"664","ENSG00000100350","FOXRED2",-86.6834027953889,188.133006259096,-4.95108029208872,0.00100281334115459,0.00380050044534567,-4.21093977908168
"510","ENSG00000087299","L2HGDH",22.0833473998436,45.3423379541827,4.94730001363118,0.00100772473763467,0.003816176064135,-4.21112250789183
"3468","ENSG00000172508","CARNS1",-11.0245906144498,15.8267373079384,-4.94280729897882,0.00101359574862913,0.00383545877824845,-4.21134002570172
"1420","ENSG00000117505","DR1",80.7333258259414,243.485991165966,4.94084448193073,0.00101617238077032,0.00384225547659929,-4.21143517688394
"493","ENSG00000086062","B4GALT1",-35.6404252599013,56.5845026142574,-4.93690372135536,0.00102136700873838,0.0038589330652487,-4.21162643331716
"2564","ENSG00000148842","CNNM2",-13.8591949247353,21.1763429450475,-4.93345036284979,0.00102594286988986,0.00387247663866338,-4.21179427737974
"3162","ENSG00000166181","API5",89.014331670036,298.706763946571,4.93301232047205,0.00102652488593453,0.00387247663866338,-4.21181558383102
"3725","ENSG00000180767","CHST13",-26.8328952660592,54.7013664054415,-4.93072471029482,0.00102957020895456,0.00388099091782793,-4.21192691292754
"514","ENSG00000087502","ERGIC2",26.1299624983289,43.8296856799945,4.92938043720219,0.00103136431434276,0.00388477928042035,-4.21199237999023
"2306","ENSG00000141543","EIF4A3",47.7546053207791,103.245616588058,4.92806410289792,0.00103312442250613,0.00388843389296457,-4.21205651980539
"2818","ENSG00000158769","F11R",-85.6889988706508,361.216742354236,-4.92285820683725,0.00104011740395985,0.00391176316248613,-4.21231050682428
"926","ENSG00000105767","CADM4",-11.3006601015159,20.1519800206183,-4.91788654021474,0.00104684375700568,0.00393405482117478,-4.21255354994748
"114","ENSG00000019186","CYP24A1",12.0630417014393,13.4952217137284,4.91616000865764,0.00104919068394745,0.00393986707633357,-4.21263806330945
"1141","ENSG00000111012","CYP27B1",19.063856881838,40.9969314572086,4.9099052116574,0.00105774097975539,0.00396894728912788,-4.21294471331556
"4305","ENSG00000215251","FASTKD5",39.0569861675123,79.9709258712979,4.90931310253972,0.00105855430342593,0.00396897398001968,-4.21297378122384
"2115","ENSG00000137166","FOXP4",-135.763825944809,336.553108345834,-4.90450300341855,0.00106518669575634,0.00399080220944326,-4.21321016936576
"2681","ENSG00000153140","CETN3",9.94416573454146,15.1268243786584,4.90346668809195,0.00106662151558394,0.00399313895149789,-4.21326115653657
"3082","ENSG00000164749","HNF4G",-13.7415140863892,28.6785994322673,-4.89682303155004,0.0010758699155393,0.00402470181930089,-4.21358851967235
"214","ENSG00000055130","CUL1",69.8732888299024,222.657617539394,4.89538809392834,0.00107787885206441,0.00402915534450502,-4.21365933756297
"1148","ENSG00000111231","GPN3",16.4856996026167,21.2493443225893,4.89241899219741,0.00108204858656564,0.00404167313479715,-4.21380599695896
"3485","ENSG00000172992","DCAKD",-41.8027511037252,94.6104297774374,-4.89060038842905,0.00108461123483073,0.00404817369906875,-4.21389591159705
"1635","ENSG00000124762","CDKN1A",-46.5744140841413,58.3510307077221,-4.88585065190288,0.00109133535473895,0.0040701848116514,-4.2141310486274
"2288","ENSG00000141013","GAS8",-21.2666035016497,45.951691536382,-4.8841931249783,0.0010936925266799,0.00407587350271669,-4.21421320807871
"3506","ENSG00000173674","EIF1AX",54.7180273427626,130.94168752576,4.88342672716221,0.00109478429019585,0.00407587350271669,-4.21425121455182
"4089","ENSG00000198522","GPN1",72.4000967105043,198.716256480836,4.88303383913589,0.0010953444330884,0.00407587350271669,-4.2142707027107
"3379","ENSG00000170484","KRT74",-58.9417244985555,64.2100826594104,-4.87660269879247,0.00110455770797739,0.00410705256523616,-4.21459012940532
"3689","ENSG00000179091","CYC1",116.926085305646,287.414513195733,4.87326544783508,0.00110937178524847,0.004121839470776,-4.21475620427179
"4016","ENSG00000196776","CD47",-58.9600444170311,167.778936850451,-4.86980760929741,0.00111438384422998,0.00413476094064081,-4.21492850953407
"2698","ENSG00000153885","KCTD15",61.2047062041749,129.891856431082,4.86951611434235,0.00111480748136713,0.00413476094064081,-4.21494304551093
"3197","ENSG00000166855","CLPX",60.0463292292746,124.425480762903,4.86798066360587,0.00111704187847964,0.00413476094064081,-4.21501964126734
"3263","ENSG00000168243","GNG4",112.487056156674,457.469605075159,4.86797579964646,0.00111704896426006,0.00413476094064081,-4.21501988397863
"4831","ENSG00000282972","GNG4",112.487056156674,457.469605075159,4.86797579964646,0.00111704896426006,0.00413476094064081,-4.21501988397863
"2690","ENSG00000153551","CMTM7",40.0950110744946,79.7395728604388,4.86575728587562,0.0011202859695749,0.00414362721879581,-4.21513063598399
"4082","ENSG00000198286","CARD11",31.7511987620154,50.3067845545029,4.86183158941836,0.00112603887444057,0.00414456005292762,-4.215326849855
"4170","ENSG00000204542","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"4233","ENSG00000206461","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"4341","ENSG00000224105","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"4359","ENSG00000225543","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"4424","ENSG00000229432","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"4458","ENSG00000231624","C6orf15",-12.9260663708022,12.9166078177859,-4.86156458902732,0.00112643131237399,0.00414456005292762,-4.21534020602972
"669","ENSG00000100379","KCTD17",-21.3938878731824,37.2960676310501,-4.85923886634251,0.00112985594967116,0.00415405589262966,-4.2154566049824
"2234","ENSG00000139618","BRCA2",64.9386027490538,120.168923963967,4.8555102127563,0.0011353700082316,0.00417121384367474,-4.21564344037791
"1269","ENSG00000114166","KAT2B",-10.9046403838344,25.763640004005,-4.84897788033062,0.00114510075859962,0.00420382627485899,-4.2159714224006
"3796","ENSG00000183077","AFMID",-86.5680951166949,203.504840757312,-4.8465097626175,0.00114880085901486,0.00421089908635592,-4.21609556326515
"2278","ENSG00000140750","ARHGAP17",-48.7959866941666,106.050512827596,-4.84598221840526,0.00114959341297224,0.00421089908635592,-4.21612211318006
"4899","ENSG00000288353","ARHGAP17",-48.7959866941666,106.050512827596,-4.84598221840526,0.00114959341297224,0.00421089908635592,-4.21612211318006
"2106","ENSG00000137070","IL11RA",-9.08528640872333,14.3423472493449,-4.84523212352451,0.00115072133661225,0.00421189675846998,-4.21615987295533
"943","ENSG00000105996","HOXA2",-35.7520833236233,37.4709263521312,-4.84405629054161,0.00115249186297076,0.00421363627338737,-4.21621908677045
"1639","ENSG00000124802","EEF1E1",25.1284208220862,24.017806472476,4.84377994589164,0.00115290840143262,0.00421363627338737,-4.21623300718848
"421","ENSG00000078747","ITCH",138.637383809499,464.947893222135,4.84183787203274,0.00115584032993578,0.00422121805955031,-4.21633087866086
"3735","ENSG00000181192","DHTKD1",-43.3104351797491,83.0195765621884,-4.83996011082503,0.0011586828593032,0.00422846235459575,-4.21642558007269
"3867","ENSG00000185112","FAM43A",-11.4097575403542,14.994368259077,-4.83521253346237,0.00116590355968581,0.00425166164765425,-4.21666532707288
"3530","ENSG00000174371","EXO1",42.7843724727777,91.1162300121853,4.83212357189309,0.00117062783676339,0.00426572971161077,-4.21682155617873
"274","ENSG00000066044","ELAVL1",136.563841826885,504.184946035968,4.82960001723503,0.00117450278957879,0.00427668434400619,-4.21694932970262
"819","ENSG00000103502","CDIPT",-61.289201264338,157.244954165797,-4.82641702788398,0.00117941016739975,0.00429137934523944,-4.21711067270854
"1980","ENSG00000134780","DAGLA",-20.7943934660771,34.2639573378086,-4.82545025682697,0.00118090508789437,0.00429364530849628,-4.2171597174658
"3492","ENSG00000173207","CKS1B",10.7796416401401,12.7585466066609,4.82226720359236,0.00118584159200622,0.00430083136712243,-4.21732132698105
"2419","ENSG00000144048","DUSP11",82.6596750844127,184.922766526017,4.82199739530671,0.00118626105762239,0.00430083136712243,-4.21733503494273
"2287","ENSG00000141012","GALNS",-35.7001311324565,83.3903156641047,-4.8217954800048,0.00118657507663843,0.00430083136712243,-4.21734529446366
"633","ENSG00000099991","CABIN1",-67.8881956765711,190.592973191269,-4.82136194890843,0.00118724960957127,0.00430083136712243,-4.21736732536791
"4808","ENSG00000281670","CABIN1",-67.8881956765711,190.592973191269,-4.82136194890843,0.00118724960957127,0.00430083136712243,-4.21736732536791
"1767","ENSG00000128965","CHAC1",16.5976427157216,17.1397206020691,4.82032912126708,0.00118885826684111,0.00430349209386677,-4.21741982606181
"2772","ENSG00000156970","BUB1B",42.5773227240666,110.794199877884,4.81752645505082,0.00119323541928891,0.00431616309269604,-4.21756239859769
"4666","ENSG00000265479","DTX2P1-UPK3BP1-PMS2P11",-9.96069780049388,13.3502406738811,-4.81672662732096,0.00119448777897478,0.00431752080462029,-4.217603114902
"365","ENSG00000074054","CLASP1",-70.0136672981507,231.067412839357,-4.81470877844326,0.00119765363933412,0.00432578786972993,-4.21770589310088
"1886","ENSG00000132434","LANCL2",-61.1218815313026,182.653745080474,-4.81207875925834,0.00120179361799831,0.00433401722080113,-4.21783997432384
"3908","ENSG00000186318","BACE1",-48.3067834719109,92.4722211796035,-4.81064292155428,0.00120406035306692,0.00433401722080113,-4.21791323339524
"3457","ENSG00000172339","ALG14",35.7180781217745,74.8805988348769,4.80977833539946,0.00120542749817755,0.00433401722080113,-4.21795736611394
"577","ENSG00000092208","GEMIN2",29.3807025199655,55.1263077586549,4.80888701166284,0.00120683868513413,0.00433401722080113,-4.21800287935452
"2124","ENSG00000137332","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4174","ENSG00000204580","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4309","ENSG00000215522","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4335","ENSG00000223680","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4428","ENSG00000229767","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4436","ENSG00000230456","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"4494","ENSG00000234078","DDR1",-79.7787068036455,201.593970045098,-4.80713610849763,0.00120961601896826,0.00433401722080113,-4.21809233133581
"2011","ENSG00000135423","GLS2",16.6662414992814,34.3988239847909,4.80561371768593,0.00121203651344385,0.00433953145867933,-4.21817015889548
"1156","ENSG00000111358","GTF2H3",42.5437721564656,87.1972368982241,4.80320108511516,0.00121588319365497,0.00435014023427572,-4.21829359277764
"3019","ENSG00000163820","FYCO1",-39.9252324852438,79.3237456146774,-4.80012376292853,0.00122080887196738,0.0043640992294819,-4.21845120318522
"2246","ENSG00000139734","DIAPH3",31.1445374820817,60.4339719396448,4.7996570881608,0.00122155773679181,0.0043640992294819,-4.2184751214027
"1423","ENSG00000117528","ABCD3",58.2210038351673,169.490760156398,4.79782851674658,0.00122449681631043,0.00437142699542875,-4.21856888244103
"3761","ENSG00000182325","FBXL6",-77.3800508127695,140.895029421081,-4.79613546234694,0.0012272249150902,0.00437482133018758,-4.21865575489801
"4881","ENSG00000285442","FBXL6",-77.3800508127695,140.895029421081,-4.79613546234694,0.0012272249150902,0.00437482133018758,-4.21865575489801
"604","ENSG00000096070","BRPF3",-78.2986661332094,174.384375961035,-4.79498678930377,0.00122907957836746,0.00437826249225977,-4.21871472749909
"2904","ENSG00000161533","ACOX1",-54.455732359604,142.534566365779,-4.7936939007684,0.00123117072993831,0.00438254049420558,-4.21878113596432
"3431","ENSG00000171681","ATF7IP",-68.6532907225553,202.946436015998,-4.79233205064618,0.00123337759414152,0.00438721548520334,-4.21885112312759
"3180","ENSG00000166452","AKIP1",18.6840615246678,38.777782281959,4.79178432201149,0.00123426639183559,0.00438721548520334,-4.21887928215197
"3612","ENSG00000176715","ACSF3",-22.3176128512474,54.5829678972096,-4.78990925602711,0.00123731431751641,0.00439487617974983,-4.21897572624785
"4617","ENSG00000253276","CCDC71L",27.6295864922996,55.8418389923508,4.7892258247677,0.00123842726551286,0.00439529280436025,-4.21901089625384
"3595","ENSG00000176124","DLEU1",29.8191915413238,58.0911917545466,4.7887411342225,0.0012392172277985,0.00439529280436025,-4.21903584460928
"2825","ENSG00000159023","EPB41",-70.8670059318943,251.864395708211,-4.78809401025729,0.00124027278035279,0.00439586961675795,-4.21906916127502
"3578","ENSG00000175573","C11orf68",-23.1228163907506,45.9512894252929,-4.78626064334648,0.00124326856258389,0.00440331736230251,-4.21916359678292
"4630","ENSG00000255561","FDXACB1",13.234942638621,22.3184415802247,4.78225404576892,0.0012498428159077,0.00442341925428727,-4.21937021116764
"3286","ENSG00000168615","ADAM9",50.811500089379,128.425383931528,4.77984118851029,0.00125382014413916,0.00442886838474769,-4.2194947959053
"4814","ENSG00000282230","ADAM9",50.811500089379,128.425383931528,4.77984118851029,0.00125382014413916,0.00442886838474769,-4.2194947959053
"695","ENSG00000100629","CEP128",10.5488955360179,16.7776165503348,4.77968301249,0.00125408135858994,0.00442886838474769,-4.21950296724934
"1016","ENSG00000107862","GBF1",-128.187430878001,380.880197397025,-4.77853086981595,0.00125598580644382,0.00443148582747308,-4.2195625020727
"1353","ENSG00000116014","KISS1R",14.6830092403608,10.1032860119245,4.77814590649504,0.00125662283468463,0.00443148582747308,-4.21958240035029
"2197","ENSG00000138668","HNRNPD",396.237694915134,599.735879602536,4.77721898277621,0.00125815812360921,0.00443372401039954,-4.2196303242577
"3920","ENSG00000186625","KATNA1",14.6116601116765,36.6120441529588,4.77476229183916,0.0012622370520202,0.0044449163140883,-4.2197574249383
"3594","ENSG00000176108","CHMP6",-11.0101841826615,14.3490352244327,-4.773481531443,0.00126436922498917,0.00444924209765666,-4.21982373578772
"2771","ENSG00000156958","GALK2",14.1795257542848,27.5035177268637,4.77187577165838,0.00126704796488642,0.00445548366509705,-4.21990692058146
"3111","ENSG00000165272","AQP3",-15.5818179305731,18.4822816347442,-4.77089253042183,0.00126869125104176,0.00445807782218315,-4.21995788237386
"934","ENSG00000105865","DUS4L",64.3554771282644,125.423665145813,4.75997009569309,0.00128710202915188,0.00451349164232732,-4.22052532499683
"4847","ENSG00000284103","DUS4L",64.3554771282644,125.423665145813,4.75997009569309,0.00128710202915188,0.00451349164232732,-4.22052532499683
"1780","ENSG00000129347","KRI1",70.4525332624244,145.567361880944,4.75990565203044,0.00128721151042607,0.00451349164232732,-4.22052868022078
"3935","ENSG00000187239","FNBP1",-24.8256113815178,47.8835312212963,-4.75768030824419,0.00129099827402264,0.00452354768897756,-4.22064459376261
"853","ENSG00000104472","CHRAC1",74.4315623765915,249.221907567855,4.75636212628208,0.00129324705504895,0.00452785098404372,-4.2207133030368
"769","ENSG00000102393","GLA",75.9514391649812,190.163937712563,4.75565314660811,0.00129445830952154,0.00452785098404372,-4.22075027283587
"2923","ENSG00000162368","CMPK1",45.5443802561294,111.37075075997,4.75534472483056,0.00129498561558675,0.00452785098404372,-4.22076635873442
"3025","ENSG00000163947","ARHGEF3",13.3136498476549,27.8277629169647,4.75287005231142,0.00129922497831685,0.00453944965809358,-4.22089549731149
"1548","ENSG00000121310","ECHDC2",-14.0506738914996,19.2542571557296,-4.7474834732737,0.00130850481589267,0.00456863064442525,-4.22117702657968
"2713","ENSG00000154265","ABCA5",-78.504528223556,89.2272576304048,-4.74645472706096,0.00131028526395972,0.00457160478701184,-4.22123086189792
"72","ENSG00000009307","CSDE1",435.631608265376,1283.50653288969,4.74183330230743,0.00131831599673638,0.00459636660901785,-4.2214729749464
"2255","ENSG00000140307","GTF2A2",61.137706268678,149.015813716831,4.7412626526939,0.00131931131814242,0.00459658147148985,-4.22150290144062
"2675","ENSG00000153046","CDYL",44.9418680776103,114.818098089953,4.73942693993949,0.00132251867638406,0.00460449748503447,-4.22159921709377
"852","ENSG00000104442","ARMC1",36.6184626374414,86.0611742984303,4.73274996282936,0.00133425613124309,0.0046420798120917,-4.22195013079859
"1510","ENSG00000120053","GOT1",53.2287073139945,158.755134388331,4.73149654103876,0.00133647207629177,0.00464650567202287,-4.22201610831924
"3502","ENSG00000173442","EHBP1L1",28.0333904770013,53.8300345010354,4.7288513829721,0.00134116159095348,0.00465951906299504,-4.22215545092976
"4567","ENSG00000239900","ADSL",147.854201486024,323.625649607554,4.72664135649176,0.00134509334414477,0.00466988330974943,-4.22227198292928
"367","ENSG00000074266","EED",19.8550885365779,40.1483918405863,4.72546784879442,0.00134718614975791,0.00467345575977326,-4.22233390182
"3452","ENSG00000172269","DPAGT1",70.6582395568485,242.477171309653,4.72500029381848,0.00134802095853708,0.00467345575977326,-4.22235857984091
"2471","ENSG00000145743","FBXL17",-25.4788699758322,54.8175042460795,-4.72357356822025,0.0013505718103807,0.00467900423821547,-4.22243391196238
"549","ENSG00000089685","BIRC5",83.2611007991689,206.239760024631,4.72298675294817,0.00135162249829377,0.00467935130738413,-4.22246490851905
"921","ENSG00000105701","FKBP8",-88.8140367510198,234.33731746374,-4.72225661336228,0.00135293104357131,0.00468058997013461,-4.22250348571327
"3289","ENSG00000168724","DNAJC21",40.2386708711383,57.5099781683246,4.71985130958225,0.00135725150859415,0.00468814452285606,-4.22263064937186
"3270","ENSG00000168386","FILIP1L",-32.7304908852107,49.7298686356457,-4.71977567989435,0.00135738759858577,0.00468814452285606,-4.2226346497191
"243","ENSG00000063046","EIF4B",166.145394930832,666.56659750676,4.71925394528235,0.0013583268239435,0.00468814452285606,-4.22266224953314
"1001","ENSG00000107371","EXOSC3",12.9036913471038,25.4594579703113,4.71892249003831,0.00135892387449027,0.00468814452285606,-4.2226797864975
"3808","ENSG00000183340","JRKL",11.020105305151,17.7256622541921,4.71043427511047,0.00137431095903922,0.00473790815920875,-4.22312967093418
"4644","ENSG00000260565","ERVK13-1",-27.2550037711345,37.1819424140948,-4.70183702008916,0.00139008824299532,0.00478894641026308,-4.22358687173235
"1678","ENSG00000125944","HNRNPR",89.4297033978434,256.936560238716,4.69597066083438,0.00140096644333749,0.00481895198687506,-4.22389973464371
"4830","ENSG00000282958","HNRNPR",89.4297033978434,256.936560238716,4.69597066083438,0.00140096644333749,0.00481895198687506,-4.22389973464371
"4290","ENSG00000214013","GANC",-50.8246925233313,93.967818557788,-4.6955582986631,0.0014017345612848,0.00481895198687506,-4.22392175385689
