"","ensembl_gene_id","hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"469","ENSG00000083937","CHMP2B",26.549975507418,74.352644323446,3.03786692469999,0.015428549134058,0.0317599884718453,-4.34844092937784
"2194","ENSG00000138642","HERC6",-5.77449634269846,14.0699194981691,-3.03773841127116,0.0154316255179066,0.0317599884718453,-4.34845388514132
"1873","ENSG00000132017","DCAF15",-31.3200667548538,122.621284091104,-3.03563502397144,0.0154820675736315,0.031837184070588,-4.34866601391457
"4906","ENSG00000288453","DCAF15",-31.3200667548538,122.621284091104,-3.03563502397144,0.0154820675736315,0.031837184070588,-4.34866601391457
"4141","ENSG00000204116","CHIC1",19.4323514027155,62.7941258599583,3.03428798738485,0.0155144612842616,0.0318904772035157,-4.34880194412291
"1181","ENSG00000111790","FGFR1OP2",34.17810555534,152.264101907778,3.03392869415089,0.0155231135055566,0.0318918703507882,-4.3488382111792
"1023","ENSG00000107929","LARP4B",41.4734374593238,201.822866160002,3.03322693980717,0.0155400270708136,0.0318918703507882,-4.34890905910373
"4176","ENSG00000204592","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4242","ENSG00000206493","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4357","ENSG00000225201","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4421","ENSG00000229252","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4433","ENSG00000230254","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4493","ENSG00000233904","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"4538","ENSG00000236632","HLA-E",-27.4946661285377,85.5220789017028,-3.03184285157811,0.0155734422757048,0.0318918703507882,-4.3490488441068
"255","ENSG00000064601","CTSA",-87.9664766932391,493.630228624331,-3.0296340649053,0.0156269223651809,0.0319880826626966,-4.34927205586901
"441","ENSG00000080947","CROCCP3",-23.3245060282435,29.5618407396985,-3.02838081983919,0.0156573512673456,0.0320088862697397,-4.34939877901873
"1839","ENSG00000131089","ARHGEF9",-22.8514865895802,59.1030439549127,-3.02820896264179,0.0156615287714209,0.0320088862697397,-4.3494161607603
"901","ENSG00000105427","CNFN",-12.416636597902,19.0857786570951,-3.02815704676264,0.015662790970083,0.0320088862697397,-4.3494214117644
"308","ENSG00000068745","IP6K2",-97.5015391843603,593.915149061893,-3.02814462297818,0.0156630930375387,0.0320088862697397,-4.34942266837529
"2254","ENSG00000140299","BNIP2",41.8063561623122,92.0026788096367,3.02687219420526,0.015694062483756,0.0320588670570667,-4.34955139713468
"3115","ENSG00000165355","FBXO33",19.2125350177308,44.1574701582265,3.02262839000574,0.0157978123324194,0.0322574160566159,-4.34998113726495
"3524","ENSG00000174106","LEMD3",17.7422149051158,65.01811155213,3.0220923517059,0.0158109676321027,0.0322708928908963,-4.35003546230399
"1180","ENSG00000111775","COX6A1",72.9356467511989,187.207046092096,3.01917939380888,0.0158826557546165,0.0324037771570564,-4.35033085072015
"467","ENSG00000083799","CYLD",-12.0901783954662,43.8223959566139,-3.017709883913,0.0159189484985904,0.0324643676298925,-4.35047997749185
"1151","ENSG00000111271","ACAD10",-27.3001080327817,75.1460371168683,-3.01482760623624,0.0159903828818644,0.032596544483403,-4.3507726893275
"3361","ENSG00000170144","HNRNPA3",78.7232708111921,295.732086977002,3.01374014475965,0.0160174209203787,0.0326381470161525,-4.350883201802
"3683","ENSG00000178971","CTC1",-33.9994416649338,111.626752617374,-3.01246775598341,0.0160491171470775,0.032689203026505,-4.35101255921367
"2433","ENSG00000144554","FANCD2",35.96840463969,124.263484780718,3.01166665467494,0.0160691066167222,0.0327163820819369,-4.35109403185905
"3233","ENSG00000167702","KIFC2",-41.0167685494821,91.6537530149994,-3.00908214360438,0.0161337729429722,0.0328344622564084,-4.35135702977411
"2768","ENSG00000156735","BAG4",16.013172473006,60.2358108976909,3.00698836711871,0.0161863587364695,0.0329158183790519,-4.35157026002195
"3714","ENSG00000179941","BBS10",29.760548700429,91.4632552421582,3.00695807159257,0.0161871209213254,0.0329158183790519,-4.35157334643011
"3050","ENSG00000164221","CCDC112",17.7473779314887,24.4048935995655,3.0066110145877,0.016195854953695,0.0329199809814369,-4.35160870571293
"3423","ENSG00000171456","ASXL1",-130.800943876872,704.547900587419,-3.00283569102596,0.0162911812332603,0.0331000764388528,-4.35199361653205
"2010","ENSG00000135414","GDF11",-7.72835937614098,23.2493706521315,-3.00165673964873,0.0163210686909833,0.0331471209429499,-4.35211391665729
"3248","ENSG00000167986","DDB1",139.942529252983,823.006167770105,3.00069569190786,0.0163454741831393,0.033182997692204,-4.35221201742233
"2178","ENSG00000138346","DNA2",32.5290735007854,91.7288318935333,2.9986963804145,0.0163963674254963,0.0332725955629507,-4.3524162031265
"2029","ENSG00000135722","FBXL8",-8.94738113014712,15.0128970556947,-2.99722579469918,0.0164339066516626,0.0333350319102328,-4.35256647923588
"260","ENSG00000064961","HMG20B",-20.9964244180368,55.1148327577057,-2.99678224412733,0.0164452465327404,0.0333442951732623,-4.35261181941184
"436","ENSG00000080819","CPOX",11.9966955347182,36.1867456531914,2.99513695781503,0.0164873811099773,0.0334159642669486,-4.35278006154668
"2976","ENSG00000163257","DCAF16",-64.3550009127471,267.869247783007,-2.99481293932648,0.0164956921743078,0.0334190504420236,-4.35281320574275
"2401","ENSG00000143776","CDC42BPA",-53.0666501782791,281.621767472865,-2.98736045497232,0.0166880521170667,0.0337948500914518,-4.35357652915429
"2017","ENSG00000135486","HNRNPA1",19.6764709505339,45.2756442437122,2.98216112658943,0.0168236308682299,0.0340477348745084,-4.3541102083099
"1906","ENSG00000132879","FBXO44",-12.6155794598846,49.3372316942474,-2.98204164460638,0.0168267598922768,0.0340477348745084,-4.35412248337798
"1729","ENSG00000127951","FGL2",45.9024291407766,161.461576577383,2.97958046214309,0.0168913483183702,0.0341643828148466,-4.35437544443778
"3424","ENSG00000171503","ETFDH",8.6667474850315,33.1696383042685,2.97924222490278,0.0169002446878041,0.0341683386439669,-4.35441022491455
"3510","ENSG00000173786","CNP",-36.3782562963262,109.412334936931,-2.97635257151059,0.0169764470517695,0.0343083123299922,-4.35470752515049
"2604","ENSG00000150457","LATS2",14.739783045105,53.2086031824571,2.97373557186313,0.0170457665840407,0.0344342670879082,-4.35497702246373
"2506","ENSG00000146776","ATXN7L1",-27.6949710431907,78.6552393978025,-2.97153272914359,0.0171043431768656,0.0345384255372064,-4.35520405347682
"2977","ENSG00000163281","GNPDA2",5.61472623752852,13.8787731534032,2.97045707211076,0.0171330221099729,0.034582151638949,-4.35531497454791
"158","ENSG00000037637","FBXO42",-35.1175737012578,146.909801775927,-2.96855007111589,0.0171839886667906,0.0346708099207419,-4.35551172151651
"3141","ENSG00000165863","C10orf82",-7.71369326385291,19.4404007481438,-2.96766543304644,0.0172076848301747,0.0347043967304179,-4.35560303305521
"2841","ENSG00000159322","ADPGK",41.8450718111895,276.002887835309,2.9662663276948,0.0172452307805971,0.0347658767947911,-4.35574750262279
"4670","ENSG00000266524","GDF10",4.91036478547687,7.86552035292136,2.96353898914028,0.0173186649039493,0.0348996264110284,-4.35602931796814
"902","ENSG00000105438","KDELR1",-264.261856970005,1223.49387239056,-2.9614920995599,0.017373990495199,0.0349881641428287,-4.3562409914262
"3422","ENSG00000171451","DSEL",-13.1158802667823,49.8544921780293,-2.96112536567539,0.0173839223021245,0.0349881641428287,-4.35627893148902
"4653","ENSG00000262102","DSEL",-13.1158802667823,49.8544921780293,-2.96112536567539,0.0173839223021245,0.0349881641428287,-4.35627893148902
"4093","ENSG00000198642","KLHL9",31.7272498991242,121.531890565954,2.95983871920731,0.0174188135025068,0.0350440616562489,-4.3564120768647
"953","ENSG00000106070","GRB10",41.2868630135189,175.032578800173,2.95858803251327,0.0174527990557386,0.0350908356229129,-4.35654155583631
"3685","ENSG00000178982","EIF3K",169.812709522078,609.736331115758,2.95819671838788,0.0174634465318173,0.0350908356229129,-4.35658207823774
"4832","ENSG00000282986","EIF3K",169.812709522078,609.736331115758,2.95819671838788,0.0174634465318173,0.0350908356229129,-4.35658207823774
"3718","ENSG00000180104","EXOC3",-29.9921437453872,151.14374139567,-2.955498965051,0.0175370344007066,0.0352243249101096,-4.35686158707938
"3062","ENSG00000164331","ANKRA2",-8.87774597966127,30.0240994698967,-2.95496372727919,0.0175516724553159,0.0352393488978467,-4.35691707187902
"2264","ENSG00000140443","IGF1R",-167.275020159072,585.73894711827,-2.95467537590839,0.0175595637313752,0.0352408203218754,-4.35694696758863
"1450","ENSG00000118689","FOXO3",-19.151170238394,73.0113590315282,-2.95415697379911,0.0175737600161566,0.0352549391033165,-4.35700072173355
"4111","ENSG00000198824","CHAMP1",-76.2853787097135,341.201112802726,-2.9529612008801,0.0176065512251118,0.0353063346970368,-4.35712474919908
"2146","ENSG00000137845","ADAM10",-45.2478809070432,183.669787776408,-2.95046175620856,0.0176752972262438,0.0354177611993754,-4.35738415505137
"4151","ENSG00000204262","COL5A2",55.6936704293685,111.749777320321,2.9504178963923,0.017676506046489,0.0354177611993754,-4.35738870898586
"2375","ENSG00000143476","DTL",44.8549293810944,224.719461033546,2.94997416194286,0.0176887406232721,0.0354278560164233,-4.35743478536373
"3597","ENSG00000176155","CCDC57",-12.9474859360934,46.6073964280256,-2.94935496774569,0.0177058275987775,0.0354476572870197,-4.35749909244774
"3585","ENSG00000175832","ETV4",123.211835421188,311.750921544433,2.94654888343645,0.0177834773015205,0.0355886417704819,-4.35779068733029
"2975","ENSG00000163251","FZD5",7.28035932369,20.4533867731705,2.9431919559344,0.0178768330589725,0.0357540959726277,-4.3581398804095
"3291","ENSG00000168763","CNNM3",-64.7992094698279,384.078661009927,-2.94288113756254,0.0178855024926067,0.0357540959726277,-4.35817223192577
"369","ENSG00000074582","BCS1L",47.120509521197,174.041950628662,2.94279370455186,0.0178879419826492,0.0357540959726277,-4.35818133298791
"2747","ENSG00000155621","C9orf85",8.07950387059582,19.4469871863292,2.94121914193834,0.0179319332174422,0.0358274785833879,-4.3583452772709
"3748","ENSG00000182022","CHST15",-52.4313638820255,151.014448689844,-2.94080255829129,0.0179435907375126,0.035836226044939,-4.35838866649796
"4673","ENSG00000268869","ESPNP",-6.74875682819571,15.047874072085,-2.9390828525874,0.017991797385931,0.0359179312777527,-4.35856784569023
"1500","ENSG00000119866","BCL11A",-35.0584723190344,130.05430055756,-2.93637625209714,0.0180679401267294,0.0360495276923094,-4.35885005801062
"320","ENSG00000069966","GNB5",-11.973132559503,44.9628640135074,-2.93621946032622,0.0180723612318951,0.0360495276923094,-4.3588664141537
"2200","ENSG00000138709","LARP1B",18.362385730827,52.4840356756763,2.93489940330009,0.0181096276774347,0.0361092333155168,-4.35900415300068
"1929","ENSG00000133639","BTG1",57.2359645180193,262.99367434285,2.93234372632805,0.0181820028935386,0.0362388664959072,-4.35927099123271
"4009","ENSG00000196526","AFAP1",-9.93552279433287,35.2807192008667,-2.93046843788394,0.0182353001531827,0.0363303855338399,-4.3594669335117
"962","ENSG00000106258","CYP3A5",-9.52685807034574,13.2208867668183,-2.92774625446075,0.0183129545022575,0.0364703377890831,-4.3597515808475
"4024","ENSG00000196961","AP2A1",-39.6808432791439,183.982150951405,-2.92708086438225,0.0183319876994199,0.0364934797590958,-4.35982119680329
"2616","ENSG00000151065","DCP1B",-26.1090090971529,95.3227053400799,-2.92296724679115,0.018450110898115,0.0366989478591596,-4.36025192029296
"4860","ENSG00000284850","DCP1B",-26.1090090971529,95.3227053400799,-2.92296724679115,0.018450110898115,0.0366989478591596,-4.36025192029296
"3945","ENSG00000187790","FANCM",8.45090913917967,24.6103380398304,2.92248538751171,0.0184639989550315,0.0367117394408805,-4.36030241241491
"178","ENSG00000047365","ARAP2",-16.892744857378,58.9782566917805,-2.92185830799226,0.0184820887058203,0.0367196789888613,-4.36036813358732
"3538","ENSG00000174574","AKIRIN1",28.0451674620278,100.06655908533,2.92012584124666,0.0185321615263188,0.0367196789888613,-4.36054977557556
"606","ENSG00000096155","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4167","ENSG00000204463","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4398","ENSG00000227761","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4413","ENSG00000228760","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4426","ENSG00000229524","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4484","ENSG00000233348","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"4506","ENSG00000234651","BAG6",-53.744588524552,412.207702989766,-2.92002358680207,0.0185351213258827,0.0367196789888613,-4.36056049976868
"755","ENSG00000101901","ALG13",-55.973148716918,245.858752917929,-2.91922925601979,0.0185581302228532,0.036750472681861,-4.36064381950164
"1254","ENSG00000113732","ATP6V0E1",40.5049040936912,161.213824569754,2.91598121932105,0.0186525216895603,0.0369225429343408,-4.36098474228429
"3687","ENSG00000179021","C3orf38",22.654889972904,83.4037584570602,2.91388455399226,0.0187137164267594,0.0370287885727237,-4.36120500728195
"1985","ENSG00000134884","ARGLU1",52.8541268658603,354.955969071527,2.91189635672224,0.0187719369718197,0.0371290661760822,-4.36141401724853
"851","ENSG00000104413","ESRP1",-48.5786372071758,245.533887065621,-2.91124381960404,0.0187910860336808,0.0371520146762291,-4.36148264516968
"3155","ENSG00000166147","FBN1",45.3837342528932,90.3683046518051,2.90971604359533,0.0188359984399715,0.0372258612284141,-4.36164338020191
"3324","ENSG00000169372","CRADD",-6.47855760147404,20.5872542671821,-2.90924295415926,0.0188499284412457,0.0372384421012249,-4.36169316955782
"744","ENSG00000101452","DHX35",24.5660300982788,96.5965501672245,2.90870472165518,0.018865789505763,0.0372548262081313,-4.36174982415216
"541","ENSG00000089248","ERP29",34.463820104804,111.327071840665,2.90817435534006,0.0188814322492076,0.0372707662240774,-4.36180566052024
"3699","ENSG00000179361","ARID3B",20.080133952801,60.5567371052373,2.90702363214464,0.0189154180247858,0.0373228869483048,-4.36192684071608
"2542","ENSG00000148019","CEP78",-19.7801275091013,72.8143257194577,-2.9039604049159,0.0190061965352526,0.0374869813874394,-4.36224964516534
"2131","ENSG00000137478","FCHSD2",-36.4840564134646,137.173167983632,-2.903601833039,0.0190168521643512,0.0374929768542655,-4.36228745280488
"1514","ENSG00000120075","HOXB5",-53.8271216168609,127.749970062024,-2.90140180966963,0.0190823651322757,0.0376070790817428,-4.36251951920019
"4795","ENSG00000280798","LINC00294",-26.3076358152346,74.0170859442529,-2.89889264338262,0.0191573684120753,0.0377397857913752,-4.36278439876933
"1061","ENSG00000108691","CCL2",8.1949048554214,12.3666821733493,2.8982282211805,0.0191772800573793,0.0377638998889914,-4.36285457468873
"201","ENSG00000051620","HEBP2",29.0420626409305,98.2345400073364,2.8970888903783,0.0192114736854371,0.0378161075383474,-4.36297494561681
"2477","ENSG00000145824","CXCL14",44.677639810907,69.6847293124557,2.89530117190073,0.0192652536636473,0.0379068120648024,-4.36316390923037
"3871","ENSG00000185163","DDX51",26.4972461801793,88.9945086404487,2.89392941376661,0.0193066256633388,0.0379578746567958,-4.3633089801008
"4911","ENSG00000288503","DDX51",26.4972461801793,88.9945086404487,2.89392941376661,0.0193066256633388,0.0379578746567958,-4.3633089801008
"2155","ENSG00000138029","HADHB",64.2322415691351,336.859828146654,2.89241282769379,0.019352472412627,0.0380328230288873,-4.36346944278138
"3432","ENSG00000171720","HDAC3",58.5751497886602,358.373149295222,2.88987020825743,0.0194295886769389,0.0381691400864206,-4.36373864291771
"1683","ENSG00000125991","ERGIC3",-197.43567229116,824.516475633546,-2.88957380204308,0.0194385991343122,0.0381716089103386,-4.36377003945621
"2039","ENSG00000135902","CHRND",-22.8963194088976,38.0947043012988,-2.88860015081486,0.0194682275346189,0.0382145471104181,-4.36387319380975
"2915","ENSG00000161999","JMJD8",-34.4942471654313,149.923072370936,-2.88743133464206,0.019503856405282,0.0382692248239152,-4.36399706821758
"42","ENSG00000006125","AP2B1",-120.642206787892,956.60039904019,-2.88521202793842,0.0195716925311036,0.0383870288169812,-4.36423240604316
"1865","ENSG00000131899","LLGL1",-27.1432937292404,77.9047630968046,-2.8804774379157,0.0197172265737405,0.0386400051634397,-4.36473503428493
"4848","ENSG00000284137","LLGL1",-27.1432937292404,77.9047630968046,-2.8804774379157,0.0197172265737405,0.0386400051634397,-4.36473503428493
"3673","ENSG00000178662","CSRNP3",-26.3282641534501,79.3565466011681,-2.88004179870189,0.0197306734233899,0.0386400051634397,-4.36478132090214
"742","ENSG00000101444","AHCY",310.489213405896,1185.04259641899,2.87999662138182,0.0197320684503123,0.0386400051634397,-4.3647861213612
"3737","ENSG00000181381","DDX60L",-5.57911804623205,16.1519220997686,-2.87895755166561,0.0197641818987318,0.0386875019830842,-4.36489655039269
"2175","ENSG00000138286","FAM149B1",-18.6340055782743,69.2069242487223,-2.87732909687141,0.0198146193501927,0.0387708152070742,-4.36506969216531
"548","ENSG00000089639","GMIP",-33.7526906395639,107.349649394519,-2.87467599469963,0.0198970772940349,0.0389166911078799,-4.36535197273963
"1398","ENSG00000117054","ACADM",22.6819458193187,71.195398572927,2.87423616976567,0.0199107811336839,0.038928028403942,-4.36539879194606
"4679","ENSG00000272886","DCP1A",42.7288859377502,239.865617868852,2.87115157516662,0.0200071632439539,0.0391006202349214,-4.36572733297211
"2013","ENSG00000135446","CDK4",175.135623947427,679.672583387269,2.87090327105589,0.0200149427162303,0.0391006202349214,-4.36575379414842
"778","ENSG00000102606","ARHGEF7",-65.7351876862468,399.576425812653,-2.87023981167325,0.0200357444819727,0.0391118603407396,-4.36582450783621
"4041","ENSG00000197296","FITM2",-6.61470810334034,19.0930452878841,-2.87021299404161,0.0200365857768323,0.0391118603407396,-4.3658273664662
"1291","ENSG00000114770","ABCC5",-33.4254127461457,128.026698260306,-2.86948008077416,0.0200595920749667,0.0391412492211894,-4.36590550105725
"1724","ENSG00000127663","KDM4B",-24.6895420597557,89.7333679422727,-2.86822816008378,0.0200989531362794,0.0392025143779332,-4.36603900885171
"1308","ENSG00000115109","EPB41L5",-34.1413727815564,136.783650203182,-2.86732958949853,0.0201272537588059,0.0392421664374658,-4.36613486778452
"861","ENSG00000104714","ERICH1",7.8986321150335,15.9143144717516,2.86679114603395,0.0201442318012036,0.039244184074921,-4.36619232189325
"4818","ENSG00000282665","ERICH1",7.8986321150335,15.9143144717516,2.86679114603395,0.0201442318012036,0.039244184074921,-4.36619232189325
"2701","ENSG00000153933","DGKE",24.7043299150394,60.1452671399651,2.86544829124699,0.0201866386600079,0.0393112429284886,-4.36633565340385
"3299","ENSG00000168872","DDX19A",29.5580928070704,112.628263830364,2.86123250617904,0.0203203704956199,0.0395560237049968,-4.36678603408805
"3848","ENSG00000184708","EIF4ENIF1",-20.7443477742311,69.491673817544,-2.85905223363653,0.0203898903081591,0.0396756640265088,-4.36701919662649
"4286","ENSG00000213928","IRF9",-17.444136142511,42.3784364476541,-2.85121717232193,0.0206417470669917,0.0401289679740427,-4.36785844138135
"4869","ENSG00000285048","IRF9",-17.444136142511,42.3784364476541,-2.85121717232193,0.0206417470669917,0.0401289679740427,-4.36785844138135
"4590","ENSG00000243335","KCTD7",-24.4854333892456,90.5655757391976,-2.85104542380578,0.0206473036518891,0.0401289679740427,-4.36787686167154
"2549","ENSG00000148358","GPR107",-33.6536330114516,142.415540574214,-2.8499980816715,0.020681221704707,0.0401790270135251,-4.36798921263631
"1443","ENSG00000118276","B4GALT6",5.82153569866217,16.1891418496853,2.84576125228365,0.0208190176205525,0.0404307785980197,-4.36844409209964
"1608","ENSG00000123485","HJURP",30.9149471104542,183.225219319063,2.84188146316666,0.0209460306869467,0.040661399476277,-4.36886117905989
"2372","ENSG00000143443","C1orf56",-10.5935213091132,31.5083062596107,-2.83951151623873,0.0210240081472946,0.0407941337027428,-4.36911620835741
"3635","ENSG00000177663","IL17RA",-9.68459808093962,24.8215934196717,-2.83930008328741,0.0210309793494945,0.0407941337027428,-4.36913896995758
"1390","ENSG00000116903","EXOC8",19.2889479494507,71.3436914099891,2.83402392412103,0.0212057134410018,0.0411168677707963,-4.3697074660304
"2734","ENSG00000155090","KLF10",-65.8271181418724,284.00607618642,-2.83307375625904,0.0212373392155369,0.0411619767551528,-4.36980994622986
"1394","ENSG00000116985","BMP8B",-9.44719451198903,26.2060125593899,-2.8321877737216,0.0212668723509839,0.0412029959007847,-4.36990553161484
"203","ENSG00000053108","FSTL4",-38.1408355076458,224.45148386766,-2.8307536619486,0.0213147662990877,0.0412795414989806,-4.3700603096618
"745","ENSG00000101457","DNTTIP1",49.0292331921382,214.5599489565,2.82942976805327,0.0213590779025173,0.0413448948782841,-4.37020325489354
"4524","ENSG00000235706","DICER1-AS1",-8.11332154924145,32.7714862832019,-2.82924385080773,0.0213653082612949,0.0413448948782841,-4.37022333380696
"4314","ENSG00000217128","FNIP1",37.0886690952869,110.852570168164,2.82881829888686,0.0213795761678221,0.0413562489093078,-4.37026929753118
"3730","ENSG00000180921","FAM83H",-44.4169914276141,253.502101561478,-2.82691176069571,0.0214436190311763,0.0414475604595528,-4.37047529826659
"4696","ENSG00000273889","FAM83H",-44.4169914276141,253.502101561478,-2.82691176069571,0.0214436190311763,0.0414475604595528,-4.37047529826659
"3495","ENSG00000173226","IQCB1",21.8438525137503,73.5173842046982,2.82453107327499,0.0215238663087825,0.0415863398108856,-4.37073270546205
"666","ENSG00000100360","IFT27",-12.9576101969606,30.9058280216048,-2.82165244606652,0.0216213106792252,0.0417582238029915,-4.37104421066121
"1418","ENSG00000117475","BLZF1",14.0010998204535,33.8820599064313,2.81851823009264,0.0217279230611547,0.0419475043550603,-4.37138369649658
"3219","ENSG00000167468","GPX4",94.6580814102431,448.433540385335,2.81827097388418,0.0217363566138044,0.0419475043550603,-4.3714104926156
"2263","ENSG00000140403","DNAJA4",36.2345845454689,190.222436357644,2.81614376195138,0.0218090519388714,0.0420713019964983,-4.37164111328081
"3086","ENSG00000164822","DEFA6",-132.128802669415,68.3971399363066,-2.81500816740596,0.0218479620383266,0.0421133583064534,-4.37176429160388
"4873","ENSG00000285136","DEFA6",-132.128802669415,68.3971399363066,-2.81500816740596,0.0218479620383266,0.0421133583064534,-4.37176429160388
"310","ENSG00000068885","IFT80",-24.3932077731806,84.20128227093,-2.81236552900321,0.0219387861460095,0.0422718763979666,-4.3720511102386
"2007","ENSG00000135387","CAPRIN1",293.883693164088,1681.47977603911,2.81197323127998,0.0219523019675342,0.0422813703388775,-4.37209370861173
"537","ENSG00000089091","DZANK1",-7.22073880427848,21.5804117467528,-2.81130640268653,0.0219752958365042,0.0423033102025624,-4.37216612950108
"4560","ENSG00000238105","GOLGA2P5",-7.29249114134725,17.4764672413076,-2.81089564641285,0.021989472030948,0.0423033102025624,-4.37221074723449
"4919","ENSG00000290571","GOLGA2P5",-7.29249114134725,17.4764672413076,-2.81089564641285,0.021989472030948,0.0423033102025624,-4.37221074723449
"687","ENSG00000100577","GSTZ1",-27.3252324916518,81.569219633173,-2.8098690850068,0.022024942270688,0.042354996405702,-4.37232228102247
"3839","ENSG00000184349","EFNA5",11.4634580037944,30.7575546316253,2.80810757830662,0.0220859437866087,0.0424557209142815,-4.37251374904607
"2390","ENSG00000143630","HCN3",-42.2280567263915,102.006053021762,-2.80695847328475,0.0221258312059411,0.0424992067993944,-4.3726387088571
"4663","ENSG00000263324","HCN3",-42.2280567263915,102.006053021762,-2.80695847328475,0.0221258312059411,0.0424992067993944,-4.3726387088571
"4099","ENSG00000198707","CEP290",14.9637462531419,27.5669164427055,2.80502813246295,0.0221930033863134,0.0426116051758272,-4.37284872597538
"3090","ENSG00000164896","FASTK",-27.0080506125855,95.193462304094,-2.80418907744644,0.022222266208295,0.0426511565471487,-4.37294005313093
"1484","ENSG00000119669","IRF2BPL",-26.2377940125045,88.7139828102198,-2.80158658290986,0.022313283069712,0.0428091553204178,-4.37322347526435
"3097","ENSG00000164941","INTS8",22.9029774642658,96.0859317575768,2.79901445686246,0.0224036142127023,0.0429657159209714,-4.37350381738275
"1733","ENSG00000128185","DGCR6L",-10.354712920025,18.5314854308408,-2.79453044211613,0.0225619887588222,0.0432508236132244,-4.37399308072285
"3541","ENSG00000174720","LARP7",20.2041607912411,44.2409282335796,2.79410166041051,0.0225771933605348,0.0432508236132244,-4.37403990222439
"2507","ENSG00000146830","GIGYF1",-78.5363766286712,331.030609821969,-2.79406104001645,0.0225786343055021,0.0432508236132244,-4.37404433815824
"342","ENSG00000071967","CYBRD1",-53.220057412427,154.581460022423,-2.79342917759661,0.0226010608019965,0.0432769437293771,-4.37411334768697
"2964","ENSG00000163017","ACTG2",47.8186337270629,63.9633356396247,2.79073695641153,0.0226968716419188,0.0434233964065075,-4.37440753409239
"2271","ENSG00000140564","FURIN",-22.215249767476,92.4706780668336,-2.79062816571591,0.0227007520439131,0.0434233964065075,-4.37441942714565
"2417","ENSG00000144036","EXOC6B",-6.39072093916432,19.7849511988919,-2.79053694811016,0.0227040061650112,0.0434233964065075,-4.37442939941092
"4189","ENSG00000205208","C4orf46",28.19272539279,108.160254014096,2.7889075810229,0.0227622133960223,0.0435178161353856,-4.37460757597413
"455","ENSG00000082258","CCNT2",48.9868661323594,180.988263566229,2.78728210468722,0.0228204343103963,0.0436121887073296,-4.37478541723224
"137","ENSG00000028310","BRD9",61.9583013266351,258.075865301006,2.78574613374218,0.0228755898306307,0.0437006320280152,-4.37495354855348
"2319","ENSG00000141965","FEM1A",22.888200600645,90.562806826178,2.78527293582486,0.0228926095588179,0.0437161818689142,-4.37500536220689
"224","ENSG00000058085","LAMC2",27.5123198650912,112.096321855713,2.78456526845295,0.0229180868172071,0.0437478640562662,-4.37508286374602
"1427","ENSG00000117595","IRF6",-30.5668276321905,126.575195816841,-2.78377798454846,0.0229464646119492,0.0437850563118705,-4.37516910468493
"1072","ENSG00000108963","DPH1",-15.6605137334797,44.6775193680238,-2.7832909057608,0.022964039514636,0.0438016143086219,-4.37522247101588
"2054","ENSG00000136026","CKAP4",-25.578204802463,76.1440767388785,-2.78253818750069,0.0229912264670174,0.043836486404774,-4.37530495777629
"1503","ENSG00000119912","IDE",36.9136946958082,223.930384812233,2.78154480432093,0.0230271564171953,0.0438879949832956,-4.37541384737351
"377","ENSG00000075218","GTSE1",-37.018530864927,146.546595125852,-2.78062286897047,0.0230605537102408,0.0439346385121963,-4.37551493528204
"887","ENSG00000105186","ANKRD27",34.5188582728225,171.124715565961,2.77931271260409,0.0231080999229943,0.0440081918456097,-4.37565864042664
"4565","ENSG00000239857","GET4",32.7459745583974,164.737495080523,2.77827456411505,0.0231458462677476,0.0440630321640068,-4.37577255173776
"815","ENSG00000103381","CPPED1",28.4813893348486,120.446142679013,2.77797738849394,0.0231566630065789,0.0440665836804747,-4.3758051662184
"4384","ENSG00000226950","DANCR",96.3700877886592,714.138162515857,2.77428284630517,0.0232915725788067,0.0443061869418337,-4.37621088631092
"3176","ENSG00000166377","ATP9B",-21.5340221847479,62.0349918549771,-2.77274545182803,0.023347949280636,0.0443620047505099,-4.3763798537008
